rank,school_district_geoid,school_district_name,school_district_type,county,beds_code,ida_names,num_projects,unique_beneficiaries,total_school_exemption,total_school_pilot_due,total_school_pilot_made,total_school_revenue_lost,annual_school_revenue_lost,pilot_shortfall,total_levy,enrollment,per_pupil_spending,total_budget,true_value_rate,exemption_pct_of_levy,per_pupil_impact,annual_per_pupil_impact,pct_per_pupil_spending,num_donor_beneficiaries,total_donated_from_district,donor_rate,top_beneficiary,top_beneficiary_loss,top_beneficiary_donated,earliest_project,latest_project,st3_matched,flag_high_impact,flag_high_per_pupil,flag_donor_connected,headline
44,3624690,Riverhead Central School District,unified,103,580602,Riverhead Industrial Development Agency,187,31,17532565.0,6760122.74,6760122.74,10781867.26,10781867.26,0.0,105586808.0,5430.0,31261.56,169750296.0,0.0,10.2114,1985.61,1985.61,6.3516,11,100621.84,35.48,ATLANTIS HOLDING COMPANY,4361745.26,0.0,01/06/2014,12/04/2018,Yes,Yes,Yes,Yes,"Riverhead Central School District lost $10,781,867 in school property taxes because 187 IDA project(s) received exemptions. The largest beneficiary accounts for $4,361,745."
45,3628050,Starpoint Central School District,unified,063,401001,Niagara County Industrial Development Agency|Town of Lockport Industrial Development Agency,150,22,15560174.72,4857940.79,4863989.19,10697648.14,10697648.14,3711.6,32075491.0,2928.0,21048.11,61628853.0,0.0,33.3515,3653.57,3653.57,17.3582,9,31288.29,40.91,YAHOO,6250444.99,22167.5,01/13/2011,12/30/2008,Yes,Yes,Yes,Yes,"Starpoint Central School District lost $10,697,648 in school property taxes because 150 IDA project(s) received exemptions. The largest beneficiary accounts for $6,250,445. That company donated $22,168 to political campaigns while receiving the exemption."
46,3629370,Utica City School District,unified,065,412300,City of Utica Industrial Development Agency|Oneida County Industrial Development Agency,339,71,14934920.62,4250723.98,4250723.99,10684196.63,10684196.63,0.0,30005865.0,10700.0,19954.45,213512562.0,0.0,35.607,998.52,998.52,5.004,16,243456.96,22.54,NEW STANLEY THEATER,1862823.0,0.0,01/01/1997,12/30/2005,Yes,Yes,Yes,Yes,"Utica City School District lost $10,684,197 in school property taxes because 339 IDA project(s) received exemptions. The largest beneficiary accounts for $1,862,823."
47,3626010,Schenectady City School District,unified,093,530600,City of Schenectady Industrial Development Agency|Schenectady County Industrial Development Agency,127,19,18193317.26,7552349.82,7552349.82,10655467.44,10655467.44,0.0,51442923.0,9500.0,25175.48,239167067.0,0.0,20.7132,1121.63,1121.63,4.4552,8,100459.0,42.11,DMN REALTY ASSOCCIATES,1643080.55,0.0,01/27/2016,12/21/2016,Yes,Yes,Yes,Yes,"Schenectady City School District lost $10,655,467 in school property taxes because 127 IDA project(s) received exemptions. The largest beneficiary accounts for $1,643,081."
48,3622470,Patchogue-Medford Union Free School District,unified,103,580224,Brookhaven Industrial Development Agency|Suffolk County Industrial Development Agency,48,10,13715613.0,3477084.87,3477084.87,10238528.13,10238528.13,0.0,123273681.0,7487.0,28206.47,211181877.0,0.0,8.3055,1367.51,1367.51,4.8482,0,0.0,0.0,DPR II DOWNTOWN PATCHOGUE REDEVELOPERS,6569587.13,0.0,02/10/2021,12/14/2018,Yes,Yes,Yes,No,"Patchogue-Medford Union Free School District lost $10,238,528 in school property taxes because 48 IDA project(s) received exemptions. The largest beneficiary accounts for $6,569,587."
49,3604870,Binghamton City School District,unified,007,030200,Broome Industrial Development Agency,116,27,14865512.72,5915169.16,5400833.39,9501291.3,9501291.3,514335.77,44765288.0,4780.0,28470.73,136090097.0,0.0,21.2247,1987.72,1987.72,6.9816,10,238677.99,37.04,CHENANGO EMPIRE,2101730.76,0.0,01/15/2020,12/21/2022,Yes,Yes,Yes,Yes,"Binghamton City School District lost $9,501,291 in school property taxes because 116 IDA project(s) received exemptions. The largest beneficiary accounts for $2,101,731."
50,3628380,Susquehanna Valley Central School District,unified,007,030601,Broome Industrial Development Agency,18,2,10037582.27,629877.38,629877.38,9407704.89,9407704.89,0.0,18335415.0,1382.0,29770.08,41142256.0,0.0,51.3089,6807.31,6807.31,22.8663,0,0.0,0.0,DICK S MERCHANDISING SUPPLY CHAIN,9407704.89,0.0,06/19/2009,08/17/2016,Yes,Yes,Yes,No,"Susquehanna Valley Central School District lost $9,407,705 in school property taxes because 18 IDA project(s) received exemptions. The largest beneficiary accounts for $9,407,705."
51,3630360,Webster Central School District,unified,055,261901,Monroe Industrial Development Agency,128,29,12352008.24,3106671.88,3106671.88,9245336.36,9245336.36,0.0,116818533.0,8300.0,23591.98,195813457.0,0.0,7.9143,1113.9,1113.9,4.7215,5,91299.0,17.24,HOME LEASING,7355719.0,70749.0,01/15/2013,12/16/2014,Yes,Yes,Yes,Yes,"Webster Central School District lost $9,245,336 in school property taxes because 128 IDA project(s) received exemptions. The largest beneficiary accounts for $7,355,719. That company donated $70,749 to political campaigns while receiving the exemption."
52,3622650,Peekskill City School District,unified,119,661500,Peekskill Industrial Development Agency|Westchester County Industrial Development Agency,50,7,58218764.77,49058418.44,49058418.44,9160346.33,9160346.33,0.0,43593045.0,3514.0,29992.92,105395111.0,0.0,21.0133,2606.81,2606.81,8.6914,2,539914.65,28.57,MARK SOJA,2498423.73,537754.65,01/01/1982,12/15/2010,Yes,Yes,Yes,Yes,"Peekskill City School District lost $9,160,346 in school property taxes because 50 IDA project(s) received exemptions. The largest beneficiary accounts for $2,498,424. That company donated $537,755 to political campaigns while receiving the exemption."
53,3609630,East Greenbush Central School District,unified,083,490301,Rensselaer County Industrial Development Agency,126,20,17669126.63,8845018.94,8845018.97,8841992.71,8841992.71,0.0,58374546.0,4023.0,26060.27,104840470.0,0.0,15.147,2197.86,2197.86,8.4338,9,413253.86,45.0,REGENERON PHARMACEUTICALS,2592644.78,0.0,01/14/2016,12/30/2015,Yes,Yes,Yes,Yes,"East Greenbush Central School District lost $8,841,993 in school property taxes because 126 IDA project(s) received exemptions. The largest beneficiary accounts for $2,592,645."
54,3622020,Ossining Union Free School District,unified,119,661401,Westchester County Industrial Development Agency,39,7,11901289.0,3073813.0,3073813.0,8835525.0,8835525.0,0.0,102785797.0,4639.0,32662.44,151521044.0,0.0,8.5961,1904.62,1904.62,5.8312,0,0.0,0.0,HARBOR SQUARE CROSSINGS,4752729.0,0.0,02/19/2014,11/15/1991,Yes,Yes,Yes,No,"Ossining Union Free School District lost $8,835,525 in school property taxes because 39 IDA project(s) received exemptions. The largest beneficiary accounts for $4,752,729."
55,3608310,Copiague Union Free School District,unified,103,580105,Babylon Industrial Development Agency|Suffolk County Industrial Development Agency,167,29,17637234.39,9102566.22,8944975.01,8703492.38,8703492.38,157591.21,65969331.0,4693.0,34611.44,162431470.0,0.0,13.1932,1854.57,1854.57,5.3583,3,268758.0,10.34,EDO,2711587.02,0.0,01/24/2012,12/18/2012,Yes,Yes,Yes,Yes,"Copiague Union Free School District lost $8,703,492 in school property taxes because 167 IDA project(s) received exemptions. The largest beneficiary accounts for $2,711,587."
56,3621260,Northern Adirondack Central School District,unified,019,090901,Clinton County Industrial Development Agency,8,1,10950145.47,4617031.81,4617031.81,8562610.66,8562610.66,0.0,7995000.0,820.0,31682.84,25979925.0,0.0,107.0996,10442.21,10442.21,32.9586,0,0.0,0.0,EDP RENEWABLES NA,8562610.66,0.0,08/01/2011,08/01/2011,Yes,Yes,Yes,No,"Northern Adirondack Central School District lost $8,562,611 in school property taxes because 8 IDA project(s) received exemptions. The largest beneficiary accounts for $8,562,611."
57,3600008,South Country Central School District,unified,103,580235,Brookhaven Industrial Development Agency|Suffolk County Industrial Development Agency,136,29,11042429.0,2851515.0,2851515.0,8193152.0,8193152.0,0.0,65475965.0,4117.0,34685.2,142798980.0,0.0,12.5132,1990.08,1990.08,5.7375,13,103530.5,44.83,NUSSDORF ASSOCIATES,3712736.0,0.0,01/20/2021,12/07/2022,Yes,Yes,Yes,Yes,"South Country Central School District lost $8,193,152 in school property taxes because 136 IDA project(s) received exemptions. The largest beneficiary accounts for $3,712,736."
58,3631320,Whitesboro Central School District,unified,065,412902,Herkimer Industrial Development Agency|Oneida County Industrial Development Agency,51,10,9779466.45,1715044.69,1715044.69,8101660.76,8101660.76,0.0,34196985.0,3061.0,25164.25,77027772.0,0.0,23.6912,2646.74,2646.74,10.5178,3,20600.0,30.0,CREE,7691223.75,0.0,01/18/2019,10/18/2019,Yes,Yes,Yes,Yes,"Whitesboro Central School District lost $8,101,661 in school property taxes because 51 IDA project(s) received exemptions. The largest beneficiary accounts for $7,691,224."
59,3606330,Canandaigua City School District,unified,069,430300,Ontario County Industrial Development Agency,74,13,10009580.66,2593645.43,2387753.13,7621827.53,7621827.53,217227.2,49900441.0,3301.0,25219.27,83248803.0,0.0,15.2741,2308.95,2308.95,9.1555,6,6296.03,46.15,MORGAN LECHASE,1981339.09,0.0,01/01/2008,12/31/2018,Yes,Yes,Yes,No,"Canandaigua City School District lost $7,621,828 in school property taxes because 74 IDA project(s) received exemptions. The largest beneficiary accounts for $1,981,339."
60,3628710,Tioga Central School District,unified,107,600903,Tioga County Industrial Development Agency,24,2,9523161.08,1980868.04,1980865.98,7542295.1,7542295.1,2.06,3878978.0,891.0,23073.05,20558091.0,0.0,194.4403,8464.98,8464.98,36.6877,2,209464.0,100.0,TIOGA DOWNS RACETRACK,7316272.48,159464.0,01/08/2013,11/30/2016,Yes,Yes,Yes,Yes,"Tioga Central School District lost $7,542,295 in school property taxes because 24 IDA project(s) received exemptions. The largest beneficiary accounts for $7,316,272. That company donated $159,464 to political campaigns while receiving the exemption."
61,3603990,Batavia City School District,unified,037,180300,Genesee County Industrial Development Agency|Oneida County Industrial Development Agency|Orleans County Industrial Development Agency,218,40,11563204.23,4366746.22,4332258.58,7272014.52,7272014.52,34487.64,19688898.0,2258.0,24270.41,54802593.0,0.0,36.9346,3220.56,3220.56,13.2695,9,17605.0,22.5,HP HOOD,4894192.99,0.0,01/13/2022,12/10/2008,Yes,Yes,Yes,Yes,"Batavia City School District lost $7,272,015 in school property taxes because 218 IDA project(s) received exemptions. The largest beneficiary accounts for $4,894,193."
62,3608160,Connetquot Central School District,unified,103,580507,Islip Industrial Development Agency|Suffolk County Industrial Development Agency,272,47,20744902.16,13556091.23,13518538.76,7226363.4,7226363.4,37552.47,134875000.0,5283.0,39261.95,207420876.0,0.0,5.3578,1367.85,1367.85,3.4839,15,143450.5,31.91,CONSTANCE FOODS AEROTECH,882752.96,0.0,01/15/2019,12/18/2018,Yes,Yes,Yes,Yes,"Connetquot Central School District lost $7,226,363 in school property taxes because 272 IDA project(s) received exemptions. The largest beneficiary accounts for $882,753."
63,3602940,Amityville Union Free School District,unified,103,580106,Babylon Industrial Development Agency,84,14,16531896.85,9461225.26,9461225.26,7157742.9,7157742.9,0.0,61916049.0,3000.0,35160.14,105480409.0,0.0,11.5604,2385.91,2385.91,6.7858,5,34775.2,35.71,NEW FRONTIER II RECHLER EQUITIES PARTNERS,3134344.11,0.0,02/10/2015,12/18/2019,Yes,Yes,Yes,Yes,"Amityville Union Free School District lost $7,157,743 in school property taxes because 84 IDA project(s) received exemptions. The largest beneficiary accounts for $3,134,344."
64,3619680,Valley Central School District (Montgomery),unified,071,212101,Orange County Industrial Development Agency|Town of Montgomery Industrial Development Agency,60,11,13035772.19,7332265.61,7332265.61,6638414.56,6638414.56,0.0,8725000.0,2185.0,23988.45,52414760.0,0.0,76.085,3038.18,3038.18,12.6652,3,46629.33,27.27,UNITED NATURAL FOODS,4391771.4,0.0,01/24/2012,11/07/2011,Yes,Yes,Yes,Yes,"Valley Central School District (Montgomery) lost $6,638,415 in school property taxes because 60 IDA project(s) received exemptions. The largest beneficiary accounts for $4,391,771."
65,3620700,Newburgh City School District,unified,071,441600,Dutchess County Industrial Development Agency|Newburgh Industrial Development Agency|Orange County Industrial Development Agency,105,19,11941329.18,5368446.76,5368447.25,6586480.8,6586480.8,0.01,110864396.0,12800.0,23824.22,304950018.0,0.0,5.941,514.57,514.57,2.1599,8,381543.7,42.11,MARATHON DEVELOPMENT GROUP,2696958.25,349983.7,01/01/2001,12/20/2006,Yes,Yes,Yes,Yes,"Newburgh City School District lost $6,586,481 in school property taxes because 105 IDA project(s) received exemptions. The largest beneficiary accounts for $2,696,958. That company donated $349,984 to political campaigns while receiving the exemption."
66,3619200,Middle Country Central School District,unified,103,580211,Brookhaven Industrial Development Agency|Suffolk County Industrial Development Agency,25,5,8984111.43,2717853.43,2717853.43,6274393.0,6274393.0,0.0,153619991.0,9500.0,28941.55,274944707.0,0.0,4.0844,660.46,660.46,2.2821,2,23225.0,40.0,HSRE LAKE GROVE,2936767.0,0.0,02/10/2021,10/16/2013,Yes,No,Yes,Yes,"Middle Country Central School District lost $6,274,393 in school property taxes because 25 IDA project(s) received exemptions. The largest beneficiary accounts for $2,936,767."
67,3609990,East Syracuse-Minoa Central School District,unified,067,,Oneida County Industrial Development Agency|Onondaga County Industrial Development Agency,79,13,11335218.32,5346719.87,5346719.87,6268680.91,6268680.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,106936.89,53.85,NEXGEN POWER SYSTEMS,1931079.32,0.0,01/11/2007,12/20/2022,No,No,No,Yes,"East Syracuse-Minoa Central School District lost $6,268,681 in school property taxes because 79 IDA project(s) received exemptions. The largest beneficiary accounts for $1,931,079."
68,3630960,Westbury Union Free School District,unified,059,280401,Nassau County Industrial Development Agency,86,14,17529744.69,11525634.63,11558771.58,6185611.85,6185611.85,0.19,80218042.0,4815.0,36362.58,175085809.0,0.0,7.711,1284.65,1284.65,3.5329,4,4775.0,28.57,WILLIAM WARREN PROPERTIES,1334763.66,0.0,01/31/2013,12/15/2022,Yes,Yes,Yes,No,"Westbury Union Free School District lost $6,185,612 in school property taxes because 86 IDA project(s) received exemptions. The largest beneficiary accounts for $1,334,764."
69,3627780,Spencerport Central School District,unified,055,261001,Monroe Industrial Development Agency,167,41,9353917.69,3211428.35,3211428.45,6156837.54,6156837.54,0.0,41505516.0,3492.0,25212.77,88042980.0,0.0,14.8338,1763.13,1763.13,6.993,5,142000.0,12.2,USRE MANITOU,3066998.0,0.0,01/15/2019,12/17/2019,Yes,Yes,Yes,Yes,"Spencerport Central School District lost $6,156,838 in school property taxes because 167 IDA project(s) received exemptions. The largest beneficiary accounts for $3,066,998."
70,3623760,Poughkeepsie City School District,unified,027,131500,Dutchess County Industrial Development Agency|Poughkeepsie Industrial Development Agency,64,13,7767178.96,1691469.92,1691469.92,6079467.04,6079467.04,0.0,31258258.0,4107.0,28812.88,118334485.0,0.0,19.4492,1480.27,1480.27,5.1375,3,16065.0,23.08,BONURA AND DIBRIZZI ENTERPRISES,2219567.17,0.0,01/16/2019,12/29/2009,Yes,Yes,Yes,Yes,"Poughkeepsie City School District lost $6,079,467 in school property taxes because 64 IDA project(s) received exemptions. The largest beneficiary accounts for $2,219,567."
